id,lcd,pld,void_fraction,surface_area_m2cm3,pressure_2.5(bar)
sdv-id-4770,2.187076258,1.803628911,5.296352933,3.904987347,1.015722487
sdv-id-4771,2.911326619,2.663907713,5.826885378,4.297208754,1.06254362
sdv-id-4772,1.732845687,1.059104222,4.160799518,2.680839052,0.935591766
sdv-id-4773,4.11952049,2.243897393,6.258723115,4.746204937,1.212585505
sdv-id-4774,3.452920776,1.771301738,5.992944715,3.979064533,1.106078069
sdv-id-4775,2.538546112,1.639157423,4.985098509,4.427301712,1.133598446
sdv-id-4776,1.336317531,1.063923872,4.623465935,4.381351699,0.883427684
sdv-id-4777,2.02871127,1.144670483,4.591826632,2.29668883,0.989862621
sdv-id-4778,2.824340776,1.308495933,5.204941802,4.387789022,1.077928893
sdv-id-4779,5.235845036,4.55650039,6.450286974,4.393513538,0.420005127
sdv-id-4780,3.098982778,3.75976955,6.083224528,4.767562375,1.075014498
sdv-id-4781,1.219144978,1.247586383,3.017634596,4.210698418,1.194214858
sdv-id-4782,2.116816219,1.746763413,5.391603228,4.401101485,0.880019427
sdv-id-4783,1.5658517,1.119465016,4.460117992,3.535343762,0.809805442
sdv-id-4784,2.50935086,1.482474046,3.777947385,2.081264321,0.693495013
sdv-id-4785,2.87060261,1.921574737,5.808798664,4.888002119,0.95130941
sdv-id-4786,2.862012663,3.575993534,5.595689266,5.851360788,1.106128668
sdv-id-4787,1.551114913,1.773674936,4.416964483,2.322067704,0.648946008
sdv-id-4788,3.173720712,2.083132665,6.065495091,4.354237488,0.91565372
sdv-id-4789,2.113977881,1.253854734,5.683247717,4.023954328,0.75672057
sdv-id-4790,1.692339329,1.940605732,4.527611873,5.359232438,1.217152636
sdv-id-4791,1.406646084,1.022812354,3.010520801,1.908420397,1.010922479
sdv-id-4792,1.596007647,1.278907837,3.542851033,2.839657263,0.824541147
sdv-id-4793,1.576311112,1.009496387,3.720217776,2.097510343,1.145526047
sdv-id-4794,1.90748354,1.218737505,4.730653211,4.22382032,0.727350554
sdv-id-4795,1.27559347,1.036693798,4.651994333,3.336729605,1.279962515
sdv-id-4796,1.237979276,1.040524331,3.055808075,5.269672554,1.244291922
sdv-id-4797,1.444309093,1.842495072,4.487324274,4.744316678,1.254206694
sdv-id-4798,2.057860536,1.658801238,4.206009871,2.701429377,0.982593106
sdv-id-4799,3.062354382,2.020691552,5.570268354,3.766083304,0.960835339
sdv-id-4800,1.79428657,2.292721349,5.577260402,5.056593014,1.037529157
sdv-id-4801,4.510002201,3.857744474,6.546268358,4.805010704,1.049720981
sdv-id-4802,2.256329866,2.871560932,4.989227343,2.59966345,0.570810435
sdv-id-4803,2.398890032,2.332709123,5.287998638,3.957961038,0.826824969
sdv-id-4804,1.751241332,2.646825747,5.257189152,5.199808428,0.897848644
sdv-id-4805,4.103572824,3.56569172,5.999398048,5.113073561,0.906661175
sdv-id-4806,1.701579106,2.916783406,4.910326123,5.519213014,1.085875634
sdv-id-4807,5.985555862,4.813977689,6.56615883,3.948327141,0.74318062
sdv-id-4808,1.216942645,1.028152869,2.609094303,2.486850413,1.01610726
sdv-id-4809,3.565693042,2.930915048,5.454172866,4.090047895,0.623195492
sdv-id-4810,3.305350085,2.047938458,5.797817811,3.385133741,1.158693835
sdv-id-4811,1.883640358,1.603209328,5.363263379,3.684544796,1.001236951
sdv-id-4812,2.746851778,2.750036483,5.729570722,4.216140824,0.495753513
sdv-id-4813,2.135175127,1.317135646,5.430565083,4.982712927,1.102198764
sdv-id-4814,2.223148905,1.641872752,6.06754056,5.319277245,1.171297036
sdv-id-4815,4.234931485,2.454542781,5.505509114,2.288911805,0.848269538
sdv-id-4816,3.802639777,2.369792071,6.444088716,4.336697732,0.864542941
sdv-id-4817,2.12744042,1.767232586,5.561517657,4.060987471,0.512325125
sdv-id-4818,1.231721697,1.160180162,4.058277887,4.703774952,0.98823996
sdv-id-4819,3.378334126,2.806500747,5.361362536,5.434792523,1.163028103
sdv-id-4820,1.141655259,1.01000041,2.371152356,4.457831748,1.255235578
sdv-id-4821,2.602092899,2.121672615,6.268653119,4.416602994,0.84171828
sdv-id-4822,1.342072906,1.062260434,3.859718607,3.286887419,1.006959278
sdv-id-4823,2.674829412,2.383597322,6.235112025,5.341510562,1.13393323
sdv-id-4824,5.085334945,3.325992512,6.253906325,2.930601114,0.588686592
sdv-id-4825,3.255943905,2.109883212,6.089937199,4.183403789,1.100560263
sdv-id-4826,1.308881215,1.117532121,3.386251724,3.95481188,1.080997011
sdv-id-4827,1.586227807,1.375833957,4.466769258,4.093799241,0.968482514
sdv-id-4828,1.787493474,1.868559234,4.756750879,4.343118412,1.209352047
sdv-id-4829,2.700051971,2.90360908,6.272329609,4.067212882,0.771608695
sdv-id-4830,2.040227689,1.289881527,4.152526401,4.289543458,0.975790758
sdv-id-4831,1.926189448,1.632582006,4.033584806,2.925529817,0.873785573
sdv-id-4832,2.957276671,3.314777341,5.744163268,4.264582529,0.765614424
sdv-id-4833,2.064473927,1.314796056,4.345127361,3.038715641,0.704651254
sdv-id-4834,1.166359061,1.048649505,3.489169346,3.653214398,1.146694806
sdv-id-4835,2.504729673,1.644689986,4.877536984,3.834194065,0.890506892
sdv-id-4836,2.711915797,2.799334812,5.421547536,4.762452176,0.645187151
sdv-id-4837,3.1101193,1.530503932,6.071099322,4.009796604,1.025127874
sdv-id-4838,1.166116199,1.046176806,2.291265746,5.006801121,0.925920743
sdv-id-4839,2.205441474,1.508370981,5.211653757,4.415651528,0.970649242
sdv-id-4840,1.679023153,1.280423605,5.013721366,3.10949342,0.852618106
sdv-id-4841,3.402196422,3.224069461,5.839768032,7.117990612,1.289330303
sdv-id-4842,4.765808583,4.238595542,6.157942555,4.753853311,0.78508494
sdv-id-4843,2.331792149,2.074528147,5.539588059,4.497465156,0.9472446
sdv-id-4844,2.366658713,1.906797047,4.426202974,4.136243564,1.010654976
sdv-id-4845,5.010674988,2.697056237,6.716098576,4.373899736,1.124621088
sdv-id-4846,3.407539863,2.629875661,6.188873318,4.902426838,1.054144599
sdv-id-4847,2.143206029,1.321159877,5.437623621,3.423192013,0.714398526
sdv-id-4848,1.408230769,1.245609356,4.021150737,1.784677825,0.740944963
sdv-id-4849,2.518193312,1.96534471,5.130665865,3.473306969,0.638897367
sdv-id-4850,2.686777543,1.758976192,5.547230297,2.577266916,0.716527013
sdv-id-4851,1.177550984,1.011286104,1.916253233,2.417264652,1.309561213
sdv-id-4852,1.899377542,1.612292218,5.313358052,3.751299877,0.848249873
sdv-id-4853,2.880581426,2.404601921,4.947960349,3.435523215,0.972180025
sdv-id-4854,2.511613943,1.799978423,5.798420784,4.256426723,1.068500187
sdv-id-4855,4.394655091,5.226156791,6.104212802,5.196535002,1.067416201
sdv-id-4856,2.289400839,3.125592638,5.791784218,5.224150988,1.003657751
sdv-id-4857,1.309970932,1.047706431,3.918910861,3.008397312,1.002053628
sdv-id-4858,1.837443022,1.436309749,4.493846127,4.485947701,1.008433724
sdv-id-4859,1.617840472,1.699375706,5.207243275,5.172844276,1.150793602
sdv-id-4860,2.067425581,2.018376045,4.624081471,5.188888308,1.108736524
sdv-id-4861,1.862006165,2.732645505,5.264711088,3.546172857,0.979989571
sdv-id-4862,1.916545491,1.656049524,4.659494822,2.554311481,0.661489223
sdv-id-4863,1.52110711,1.531722694,4.879046988,3.992491202,1.061625538
sdv-id-4864,1.613386891,1.364206518,4.667843722,4.209922709,0.888242771
sdv-id-4865,2.959856235,4.353704257,6.149862425,3.817254974,0.86415893
sdv-id-4866,1.789755448,1.099576715,4.85910612,3.515008295,0.832450379
sdv-id-4867,1.799541644,1.030701687,4.414404257,3.770528146,0.738138064
sdv-id-4868,1.473657182,1.084737459,3.752471269,3.794165808,1.136125518
sdv-id-4869,3.676482613,2.099760129,6.241500029,4.818680854,0.540218551
sdv-id-4870,2.961603384,1.928510861,5.313992331,4.339100754,0.822194273
sdv-id-4871,1.980584785,1.55999616,5.502746146,5.36015594,0.956577561
sdv-id-4872,2.070533001,2.319644003,4.774573537,3.25953936,1.094114947
sdv-id-4873,1.212812683,1.059550564,3.510360467,4.606837154,1.085908759
sdv-id-4874,2.732284447,2.871435493,6.168776165,3.413861302,0.682779031
sdv-id-4875,1.622807183,1.674102995,5.889472284,5.243561273,1.038993168
sdv-id-4876,2.969759776,1.84551017,5.434101749,4.238756507,1.100670153
sdv-id-4877,1.81091205,1.607491386,5.348601665,4.873991934,1.182521832
sdv-id-4878,1.860737111,1.129347931,4.305941773,4.502658991,1.145727201
sdv-id-4879,1.534385819,1.206316173,4.433115265,2.64644726,1.070829623
sdv-id-4880,2.496171465,2.787017426,4.961185001,4.210011967,0.52381754
sdv-id-4881,2.583207136,1.676160511,5.588884935,4.244786553,0.682577968
sdv-id-4882,1.869394854,1.492939736,4.39415104,4.747662285,1.103121236
sdv-id-4883,1.432651213,1.630320143,5.24306361,4.753873634,1.300223681
sdv-id-4884,1.251322473,1.117327524,3.960465334,4.519472922,1.115342666
sdv-id-4885,1.42985857,1.262326755,3.567498881,4.974037362,0.918683759
sdv-id-4886,3.259269085,4.049545838,6.215289052,5.321986534,0.707876321
sdv-id-4887,2.748816349,1.676944238,4.857525086,4.202278142,1.116006502
sdv-id-4888,1.407798463,1.494149469,3.677340915,2.881913288,0.901382819
sdv-id-4889,2.02779358,1.322802726,4.224357141,1.372770617,0.674489448
sdv-id-4890,2.166897719,1.358393091,5.790479432,3.973151816,0.969187063
sdv-id-4891,2.480036072,1.296197491,5.487813602,3.827511943,1.072355505
sdv-id-4892,2.344853869,5.024887372,5.59998393,5.807295579,1.088079766
sdv-id-4893,4.06356971,3.27892203,5.989432842,3.802498665,0.632146129
sdv-id-4894,2.94535827,2.107766984,4.901073443,5.099569521,0.888047544
sdv-id-4895,2.343380994,1.538348809,5.628511038,3.074389107,1.105967064
sdv-id-4896,1.501393409,1.509025481,4.613076559,2.880676464,0.900416618
sdv-id-4897,1.499510776,1.022757698,3.729801107,3.907526144,0.821809077
sdv-id-4898,1.189135187,1.010860945,3.526202565,6.313287693,1.321750465
sdv-id-4899,2.382569578,1.329760743,5.416984672,3.817038636,0.717110257
sdv-id-4900,1.495092349,1.299447831,4.129138167,4.700561099,1.008077298
sdv-id-4901,1.973895747,2.450526763,4.203039455,5.368187879,1.151757297
sdv-id-4902,2.21656045,1.881675502,5.516441638,6.466460013,0.922217836
sdv-id-4903,1.381355886,1.086874961,3.513410308,4.296643848,1.138665907
sdv-id-4904,4.453347511,3.705950505,6.215470332,4.603587386,0.877340282
sdv-id-4905,2.540955981,2.302847061,5.711639261,4.643656303,1.164584027
sdv-id-4906,1.996682668,1.435334696,4.913237306,2.84897606,0.870125907
sdv-id-4907,1.243007611,1.049009029,2.503272465,5.271081736,1.212424716
sdv-id-4908,2.157820069,1.382950956,5.118738678,5.538398516,1.012385157
sdv-id-4909,2.944669883,2.086882,5.831830869,3.682533745,0.750308375
sdv-id-4910,2.031252824,2.27400363,5.824324463,5.572899326,0.95904808
sdv-id-4911,4.093034248,4.294729152,6.403418228,4.65469748,0.794008374
sdv-id-4912,3.153318945,2.8683345,5.481817302,3.883083752,1.049042286
sdv-id-4913,1.239491807,1.299986075,4.001210568,4.822467357,1.203743984
sdv-id-4914,1.64560267,1.330859617,4.892608029,3.235602175,0.823814067
sdv-id-4915,1.331531334,1.378483603,3.644941767,3.733950338,1.225670801
sdv-id-4916,4.561411599,2.985953366,5.523654236,3.066259879,0.676113986
sdv-id-4917,2.488828872,2.32099991,5.746315426,5.50033499,1.225222353
sdv-id-4918,2.020103413,2.484811003,4.680691675,3.26955122,0.751807021
sdv-id-4919,2.119088033,1.406039021,4.828416999,3.748190798,0.713637613
sdv-id-4920,2.759796972,2.214614337,6.021974652,3.047867601,0.86164327
sdv-id-4921,2.951654879,3.720657865,5.672567993,3.99094989,0.997795814
sdv-id-4922,2.790840325,1.371811924,5.833404593,4.306067954,0.869615414
sdv-id-4923,3.225105787,1.310994115,4.282701642,1.950892022,0.77622186
sdv-id-4924,2.260852704,1.427962058,5.063346611,4.663654578,1.268807304
sdv-id-4925,1.343185139,1.191781729,3.042329899,4.185380547,1.262628717
sdv-id-4926,1.486239575,1.631997999,4.396147103,5.153484454,0.992427043
sdv-id-4927,1.940365474,1.549916878,5.11806139,3.613851322,1.134525745
sdv-id-4928,1.680356414,1.247521181,5.029638204,3.813800608,0.592183555
sdv-id-4929,5.434950916,4.583197066,6.597003348,3.389551104,0.950465867
sdv-id-4930,2.556083935,1.35169391,5.096570202,2.779677407,0.612917482
sdv-id-4931,1.642509531,1.498520893,3.93395134,4.629869653,0.976614793
sdv-id-4932,2.61801069,2.465737765,5.87120187,4.551981373,0.595115691
sdv-id-4933,1.859198006,1.429480193,4.741329526,3.029431547,0.74908303
sdv-id-4934,3.049768673,1.905514071,5.661162922,2.168007572,0.527048031
sdv-id-4935,3.195680067,2.520411873,5.889528912,4.180002034,0.906591034
sdv-id-4936,3.807905834,2.122970724,5.759034351,2.056908862,0.630225757
sdv-id-4937,1.221791057,1.078023827,3.796977248,4.701599759,0.99803404
sdv-id-4938,1.992631954,2.452181699,4.904070054,1.873496533,0.555703393
sdv-id-4939,2.995868313,3.046387969,5.900077986,3.154005417,0.529269608
sdv-id-4940,2.035406419,2.446054485,5.666531818,6.554925363,1.113493823
sdv-id-4941,2.861149719,1.359682313,6.02892061,2.896375005,0.715868033
sdv-id-4942,3.641588925,3.253425889,6.303815801,3.912980909,0.893304016
sdv-id-4943,1.645711991,1.228642178,4.18746891,3.943421065,0.783219693
sdv-id-4944,2.169597947,3.62519698,4.440386144,3.192209633,1.142796409
sdv-id-4945,3.158818703,1.328018057,5.704831977,4.062103401,0.886902684
sdv-id-4946,1.365437743,1.040005427,3.917261586,3.860019984,0.725352682
sdv-id-4947,1.861005972,1.299366241,5.783538187,3.277786579,0.900204427
sdv-id-4948,2.31380128,2.924374688,4.840056017,3.331158858,0.97995023
sdv-id-4949,1.705883735,1.133502778,4.575495015,3.750919087,1.097252993
sdv-id-4950,2.623273757,2.62932209,5.871225889,3.50334178,0.877845549
sdv-id-4951,1.955700027,1.307252921,4.960983316,4.295985791,0.861972706
sdv-id-4952,1.35036978,1.326872451,4.20355395,4.232670404,1.041579055
sdv-id-4953,3.1850745,4.470333097,5.153290246,3.951323069,0.943054435
sdv-id-4954,1.616996808,1.166537149,3.299593079,3.322893372,1.305652244
sdv-id-4955,2.166186991,2.854048664,4.577095785,5.399124873,1.238489428
sdv-id-4956,2.675197849,2.235301313,5.013982552,1.893290493,1.095408026
sdv-id-4957,2.009499132,2.145106634,4.810248446,3.438058953,0.878225538
sdv-id-4958,1.637067911,1.391575427,4.577467932,4.566769816,0.824959876
sdv-id-4959,2.000135965,1.526414343,4.147817384,4.204249431,0.799081418
sdv-id-4960,1.204235298,1.072730899,2.810997305,4.658552553,1.149853987
sdv-id-4961,2.166886395,1.579511142,4.32446568,4.097768813,1.068455311
sdv-id-4962,2.680443061,3.141957282,5.694793908,3.880869538,0.95811417
sdv-id-4963,2.127442279,1.635279694,5.184640592,3.720574294,1.187052077
sdv-id-4964,2.084101997,2.350847506,4.789352532,4.651487069,1.196110446
sdv-id-4965,2.907328963,1.993596513,6.043261286,4.824329589,0.97127816
sdv-id-4966,1.989673514,2.263120028,5.167458087,2.689525804,0.959294392
sdv-id-4967,4.398626463,2.597885972,5.635511369,3.333809952,0.846958886
sdv-id-4968,1.963343406,2.938329021,4.540986365,4.115024075,1.055789039
sdv-id-4969,2.105907965,2.365651501,5.289763242,4.897803407,0.710454786
sdv-id-4970,1.221381681,1.336332395,2.68505736,2.925120625,0.586452243
sdv-id-4971,1.53278775,1.667624804,3.667208341,3.617611731,1.047936245
sdv-id-4972,1.519701595,1.495168052,4.733257887,3.847519148,1.242427858
sdv-id-4973,1.345577208,1.192972451,3.951975162,5.149952264,1.220525716
sdv-id-4974,2.426681557,1.040041604,5.880226098,4.502660622,0.823123656
sdv-id-4975,1.93349906,2.565238378,6.11401296,5.584008822,0.981188879
sdv-id-4976,3.873087792,3.55079716,6.319227795,4.996605946,1.174164718
sdv-id-4977,2.279843133,1.955661023,4.976531938,4.507688888,1.030417624
sdv-id-4978,3.004293798,1.492888219,5.994301967,2.815758188,0.818528283
sdv-id-4979,3.744940425,2.97403334,6.054430074,4.200737284,1.067311006
sdv-id-4980,1.33972583,1.19292576,3.997960084,4.553053699,1.254725455
sdv-id-4981,2.279332861,1.336905578,5.62625046,1.945555186,0.832856273
sdv-id-4982,1.620369197,1.721968896,5.201775911,4.640189764,0.875187162
sdv-id-4983,2.559125659,1.765132144,5.439354262,5.06811317,0.597427878
sdv-id-4984,1.247062453,1.011552374,3.527281214,3.89258334,0.838451046
sdv-id-4985,1.266981777,1.521318051,3.966444954,4.864165211,1.267738842
sdv-id-4986,1.619780809,2.42671555,3.949353403,2.393781441,0.728223713
sdv-id-4987,2.414655758,1.690560537,5.4118598,4.240425063,1.112610637
sdv-id-4988,2.314062831,2.461840157,4.982207675,4.610709485,1.115433526
sdv-id-4989,1.390302749,1.108077246,3.782903748,3.544196346,0.985658319
sdv-id-4990,3.828015015,2.324107871,5.713966513,4.972503657,0.78124392
sdv-id-4991,4.554310788,2.59531226,6.225396321,2.567017083,0.749083501
sdv-id-4992,4.687667716,2.65578746,6.447693727,3.655291814,0.81335556
sdv-id-4993,3.045638788,2.276185439,6.167987865,5.113695966,0.806166003
sdv-id-4994,2.013732515,1.616491294,4.613052644,2.783460591,0.68712192
sdv-id-4995,1.513017868,1.461468989,4.165774057,4.007473576,0.915677452
sdv-id-4996,3.137596475,2.668141328,6.018077941,2.8517351,1.182431453
sdv-id-4997,1.492973081,1.420938395,3.878229159,4.001582961,1.211621367
sdv-id-4998,3.649134959,2.192303157,6.02709224,3.358615295,0.170269015
sdv-id-4999,2.30565274,1.401169479,4.491521436,3.911439072,0.916458291
sdv-id-5000,4.46336791,3.287189687,6.32748018,4.257935597,1.005794243
sdv-id-5001,2.888031993,2.278994642,6.000631073,5.504074134,0.732773184
sdv-id-5002,2.212497992,2.085691043,5.889429331,3.851456294,0.963454369
sdv-id-5003,1.397334782,1.09405178,3.950114921,3.680147523,0.92494518
sdv-id-5004,1.743163749,2.362135767,4.926354188,5.010830949,1.201012483
sdv-id-5005,1.331812084,1.078538809,3.512305127,2.43887093,1.053330173
sdv-id-5006,1.219675717,1.153818086,2.55304451,3.750402828,1.205556638
sdv-id-5007,2.606111046,3.922193967,5.74170205,3.960506881,0.559819335
sdv-id-5008,3.549844423,2.872582541,5.394832057,3.378242889,0.961395295
sdv-id-5009,3.51860495,3.162096503,5.343016207,3.111927482,0.575690503
sdv-id-5010,1.146587782,1.008000633,1.70199296,2.861076366,1.083798144
sdv-id-5011,2.029773736,1.336843076,5.767347997,4.36085171,0.857171649
sdv-id-5012,2.501893091,2.31449886,5.483848594,2.963840152,0.375789335
sdv-id-5013,2.001931812,1.440387163,5.829412556,5.296582721,1.181164704
sdv-id-5014,3.908292397,4.67785904,6.390648243,3.966020399,0.762549566
sdv-id-5015,2.976885984,1.34514893,5.728221373,3.995270677,1.117607357
sdv-id-5016,3.683370081,3.193464537,5.802622353,3.405583768,0.792477036
sdv-id-5017,4.618674683,4.021350477,6.447885759,5.448991357,1.179741028
sdv-id-5018,4.010796619,3.607347654,5.737056621,4.057269995,0.728597506
sdv-id-5019,1.650655806,1.13729956,4.404627491,5.277863669,1.215793304
sdv-id-5020,2.556737115,3.065359378,6.310926986,4.865131547,0.871243015
sdv-id-5021,1.624922759,1.0245297,4.587301318,3.718924016,0.716944886
sdv-id-5022,1.580681254,1.753119139,4.104857422,3.596951679,0.961731858
sdv-id-5023,1.658339245,1.562467856,4.866880029,4.382921188,1.249496739
sdv-id-5024,1.877111645,2.505994748,5.292197839,5.568389444,0.845826476
sdv-id-5025,1.205602779,1.013415359,3.358276994,1.76728566,0.932479962
sdv-id-5026,2.727423433,1.086045544,5.627106645,3.882189778,0.81603718
sdv-id-5027,2.546331302,2.147304099,5.826613306,4.158657193,1.062440961
sdv-id-5028,4.002785213,2.47254802,6.095595705,3.240297551,0.641713997
sdv-id-5029,5.282565612,4.645191663,6.564397827,2.952919943,0.225385204
sdv-id-5030,1.917421678,1.147832645,5.515552543,4.754016201,0.796095992
sdv-id-5031,3.072133546,3.272728677,5.361454943,3.121842082,1.068821725
sdv-id-5032,2.132111939,1.977861299,4.714277114,3.136485812,1.110622267
sdv-id-5033,1.854794955,1.439123218,4.316720443,4.70246157,0.958396534
sdv-id-5034,1.955312029,1.221421197,5.755136947,5.39341773,0.895395711
sdv-id-5035,1.728169994,1.138514682,4.427731764,2.586410359,0.814992478
sdv-id-5036,3.004388507,3.332546238,5.523308704,3.864761909,0.919228372
sdv-id-5037,1.290730501,1.010822584,3.499144875,1.908975515,0.588168861
sdv-id-5038,1.638147453,1.626179264,4.437220329,2.474793737,1.084774919
sdv-id-5039,2.815179729,3.03763501,5.196322039,3.750414603,0.806529929
sdv-id-5040,1.357501136,1.247856571,3.280282554,5.437751582,0.85280109
sdv-id-5041,1.775795303,2.067179748,5.263611531,4.810835881,1.22981451
sdv-id-5042,1.369541904,1.080766847,3.752492929,4.457339956,1.120405738
sdv-id-5043,2.54801673,3.392346392,5.695800035,6.207120767,0.949441823
sdv-id-5044,1.415744195,1.14013001,3.682716258,4.026810198,1.120586007
sdv-id-5045,3.429999191,2.634177389,5.302722229,2.40019043,0.774026742
sdv-id-5046,2.442275615,2.641818646,5.605927733,2.656524065,0.787005642
sdv-id-5047,3.367242525,2.837039398,6.006016228,3.984872799,0.761825873
sdv-id-5048,1.805466618,1.293054054,4.212504957,2.495518179,1.034322281
sdv-id-5049,3.857999467,3.958244413,5.973083812,3.728255337,0.786167361
sdv-id-5050,2.049918075,1.479640509,4.418469735,2.535493224,0.901790108
sdv-id-5051,2.530658203,2.408472705,5.996194577,5.343196812,1.038017251
sdv-id-5052,3.302975888,1.765935514,6.122227934,4.641507474,0.691481014
sdv-id-5053,1.433525118,1.469634572,5.398886596,5.071069426,1.179767823
sdv-id-5054,3.251702513,3.568374696,6.436685553,5.271998253,1.096471718
sdv-id-5055,2.793491491,2.016159957,6.002003805,4.241275187,0.935072526
sdv-id-5056,5.985555862,5.865995367,6.755740231,5.023134405,0.767277818
sdv-id-5057,1.821316775,1.683014731,5.675280952,4.520729507,1.015966905
sdv-id-5058,3.533101334,2.830709308,4.824601438,2.813952602,0.986117587
sdv-id-5059,1.579496833,1.497296263,4.866197548,4.676946546,0.733759844
sdv-id-5060,2.009005274,1.190307301,4.400442663,4.867339208,1.218841002
sdv-id-5061,1.728193529,1.194110385,5.619880259,4.251064586,1.244031295
sdv-id-5062,2.254888165,2.077769775,5.290371329,3.359613274,1.116453995
sdv-id-5063,1.413039351,1.091246752,3.942903794,4.002259584,0.881280488
sdv-id-5064,1.746368989,3.269010271,5.231514388,5.618703525,1.144018838
sdv-id-5065,2.57096526,3.067076579,5.306532923,4.787483198,0.91425018
sdv-id-5066,4.019479107,3.080346219,6.049420713,4.994179457,0.99959479
sdv-id-5067,3.377618776,2.579884728,5.963353982,4.692914898,0.74705696
sdv-id-5068,2.725968429,1.801818028,5.266257354,3.424014474,0.579064734
sdv-id-5069,1.627558756,1.251340658,3.555552531,3.897100762,1.053969188
sdv-id-5070,2.70898161,3.196826323,5.569224646,3.684435575,0.856310848
sdv-id-5071,3.215441497,2.223219432,5.678258698,3.420162851,0.634781149
sdv-id-5072,2.300557505,2.563475663,5.660182539,3.498547149,0.788479965
sdv-id-5073,1.742291468,1.223900651,5.245540072,4.514049558,0.602645356
sdv-id-5074,2.544912944,1.589103908,5.195474064,4.762932508,1.111763163
sdv-id-5075,2.260870575,1.758124625,4.691449124,2.510914325,1.082182813
sdv-id-5076,1.552243074,1.162765108,4.537888945,4.2601292,0.940093879
sdv-id-5077,3.544116303,3.028656331,5.779872317,3.204449181,0.837252078
sdv-id-5078,4.666108598,2.616118963,6.558587415,4.789575166,0.876424741
sdv-id-5079,2.542853132,2.234596234,5.280048525,3.4826296,0.93499936
sdv-id-5080,4.316543342,2.397273691,6.425210548,3.685801214,0.958992821
sdv-id-5081,3.987296883,3.413989408,5.939751687,4.537747058,0.731673647
sdv-id-5082,1.273256648,1.269847269,2.81073464,2.572707327,1.051402713
sdv-id-5083,1.515076431,1.06479826,4.798168027,4.891993558,1.225685475
sdv-id-5084,3.040595738,3.458494997,5.376799925,2.347699454,0.285271411
sdv-id-5085,1.309112918,1.416873175,4.47520559,4.295793806,0.625191744
sdv-id-5086,3.992468437,2.63190255,5.930059338,2.788982176,0.931615531
sdv-id-5087,1.233567062,1.028081625,3.314547653,3.738577172,0.786043314
sdv-id-5088,2.684162052,1.064864125,5.164465496,2.116404353,0.758571074
sdv-id-5089,1.574927929,1.372485531,4.774103963,3.853638985,1.096415709
sdv-id-5090,2.588616627,2.281115594,5.854358926,4.857752775,0.715158126
sdv-id-5091,1.575693977,1.161374681,4.085551078,4.069542543,0.952966712
sdv-id-5092,3.21226284,3.393673044,6.025911425,4.305068656,0.872161169
sdv-id-5093,1.938131705,1.19041751,5.030231888,2.644466651,0.641880762
sdv-id-5094,1.912222227,1.616715175,4.782322665,5.581549667,1.121862116
sdv-id-5095,2.066637951,1.687808618,4.664043363,2.080005097,0.983682324
sdv-id-5096,2.02392128,2.014643972,4.740401795,5.046023394,0.881014163
sdv-id-5097,1.248462887,1.023474233,4.13212602,3.639335752,1.150864221
sdv-id-5098,2.752302969,1.655453049,5.843160286,2.575300914,0.739732424
sdv-id-5099,1.750160929,1.095246881,5.43077896,5.705602887,1.194671848
sdv-id-5100,2.32453845,1.822884486,6.011472279,5.093149234,1.137334357
sdv-id-5101,3.021150681,3.034843122,5.512989481,3.668694623,1.171702874
sdv-id-5102,3.343788824,3.322356854,4.782324417,4.423312795,0.788011355
sdv-id-5103,2.725173419,2.334148612,5.993986391,5.045449265,1.063968203
sdv-id-5104,2.263716101,1.22236409,5.850203404,2.78605015,0.932621331
sdv-id-5105,3.775224529,3.160860708,5.951727847,5.123574463,0.73646332
sdv-id-5106,3.082299112,3.045804575,5.836131701,4.901828776,1.040903151
sdv-id-5107,3.677601524,3.136914862,6.383144904,3.496831427,1.100498728
sdv-id-5108,2.924378366,3.217152791,5.592282041,5.044146671,1.128817898
sdv-id-5109,4.099020267,2.585938519,5.894807082,4.700649351,-0.137369828
sdv-id-5110,3.031121156,2.577959354,5.659503741,3.248446119,1.114184
sdv-id-5111,2.110527025,2.206365258,5.600219321,4.440095252,1.167684212
sdv-id-5112,2.496636547,1.619908314,4.249404559,2.299041912,0.955385823
sdv-id-5113,2.247966922,2.183262787,5.758783957,5.361981717,1.132307551
sdv-id-5114,2.372665377,1.599024624,6.085363934,5.655623857,0.934549868
sdv-id-5115,2.497013089,2.198023532,5.694856687,3.909347179,0.677441259
sdv-id-5116,2.412830341,2.761100663,5.499219463,4.791214022,0.828820871
sdv-id-5117,1.460078909,1.460001486,3.802365947,4.015996332,1.178623151
sdv-id-5118,2.287903797,2.465466377,5.167358564,3.061218086,1.022123522
sdv-id-5119,1.485135293,1.293954104,3.725645759,4.219797364,0.854587744
sdv-id-5120,4.7307223,3.881504502,5.543572913,2.452293897,0.645671347
sdv-id-5121,2.878272732,3.95012394,5.722795153,6.428276468,1.151839256
sdv-id-5122,1.699137531,1.512303622,5.049415774,4.91547016,0.977570763
sdv-id-5123,2.312261258,1.795754821,5.120764108,4.728538946,0.919578128
sdv-id-5124,1.789205602,1.686784095,5.07889548,4.576060346,0.890520628
sdv-id-5125,3.372289503,2.095106764,6.068069447,4.840697239,0.501398533
sdv-id-5126,1.927990136,1.439802675,5.010223586,4.155693678,0.939227699
sdv-id-5127,2.642339533,3.408253509,4.98718868,3.519046785,1.113062909
