id,lcd,pld,void_fraction,surface_area_m2cm3,pressure_2.5(bar)
hMOF-2761,4.534512017,4.088421014,6.378302738,3.18384928,0.84006526
hMOF-27636,1.874264967,1.362807005,5.388823436,5.499208162,1.284125949
hMOF-27637,4.534512017,4.088421014,6.281703553,3.230833523,0.701098444
hMOF-27641,4.534512017,4.088421014,6.284752851,3.230012838,0.871106755
hMOF-27643,4.655432337,4.206925971,6.312467898,3.102601419,0.776633278
hMOF-2765,4.655432337,4.088421014,6.424377843,3.138711579,0.860899689
hMOF-27654,1.753344647,1.362807005,5.214792081,5.486487537,1.217184564
hMOF-27657,1.753344647,1.362807005,5.279191538,5.253207692,1.198623726
hMOF-27661,1.390583685,0.888787177,3.343594378,2.449951299,0.96258223
hMOF-27663,1.874264967,1.244302048,5.199138543,5.398263849,1.065809285
hMOF-27679,4.413591697,3.969916057,6.307540461,3.447699659,0.959273531
hMOF-27680,1.511504006,1.125797091,5.511952227,5.827072007,1.306568527
hMOF-27684,4.292671376,3.8514111,6.401840176,3.42389978,0.96030045
hMOF-27689,4.171751056,3.732906143,6.271491619,3.499402843,1.036850138
hMOF-27693,1.753344647,1.007292134,5.199259943,5.282136855,1.219167131
hMOF-27694,4.171751056,3.8514111,6.149712517,3.36993971,0.659395779
hMOF-27696,4.292671376,3.969916057,6.188503585,3.406870557,0.819671864
hMOF-27704,1.874264967,1.244302048,5.205744164,5.599331789,1.100547017
hMOF-27714,1.632424326,1.244302048,3.630035564,2.439897902,1.00421887
hMOF-27715,4.413591697,3.969916057,6.180276908,3.281100508,0.603669943
hMOF-27731,1.632424326,1.362807005,4.27554407,3.769203192,1.093873558
hMOF-27734,1.753344647,1.599816918,4.508554702,3.33690712,1.066577939
hMOF-27736,1.632424326,1.362807005,4.340150622,3.873430246,1.076821882
hMOF-27739,1.390583685,1.125797091,3.539642093,3.195544048,0.92888893
hMOF-27743,1.390583685,1.125797091,3.504635867,2.909740333,0.802949162
hMOF-27746,1.753344647,1.362807005,4.589386089,3.490990817,1.085766932
hMOF-27749,1.511504006,1.244302048,4.429394358,3.19574922,1.063401801
hMOF-2775,1.753344647,1.362807005,4.479504248,4.367072556,1.178710257
hMOF-27751,1.390583685,1.007292134,3.861025233,2.425741077,1.034488871
hMOF-27754,1.632424326,1.244302048,4.259126422,2.608138423,1.045338581
hMOF-27755,1.511504006,1.244302048,4.455038453,2.813925305,1.046516701
hMOF-27758,1.390583685,1.244302048,3.640461735,2.833006242,0.99745262
hMOF-27762,1.753344647,1.481311961,4.401450792,3.704369039,1.054638523
hMOF-27763,1.390583685,1.125797091,3.107977203,1.528526688,0.850206482
hMOF-27765,1.511504006,1.244302048,3.605848276,3.210111215,1.030590674
hMOF-27766,1.874264967,1.599816918,4.167161883,3.44790483,1.028264769
hMOF-27778,1.269663365,1.007292134,2.408766778,0.882031709,0.741141273
hMOF-27790,2.59978689,2.31084666,5.356180953,4.124765171,1.085779751
hMOF-27792,2.478866569,2.192341703,5.486422392,4.067932703,1.111340745
hMOF-27796,1.632424326,1.362807005,4.196505127,3.812699521,1.06483529
hMOF-278,1.390583685,1.007292134,3.593972439,2.239650647,1.01246946
hMOF-27806,2.357946249,2.073836746,5.210185999,4.237404252,0.892777126
hMOF-27808,2.59978689,2.31084666,5.659368283,3.952216051,1.198742785
hMOF-27811,2.116105608,1.362807005,5.246363383,4.209295775,1.23628231
hMOF-27812,2.237025928,1.718321875,5.292909808,4.077165414,1.240451977
hMOF-27814,2.237025928,1.955331789,5.287368226,3.776384189,1.240288355
hMOF-27817,2.478866569,2.192341703,5.451487579,4.160464989,1.063947605
hMOF-2782,2.237025928,1.599816918,5.653076874,6.003314212,1.0219411
hMOF-27822,1.632424326,1.007292134,3.361483116,2.281915949,1.026065982
hMOF-27823,1.995185287,1.836826832,4.96706341,4.150616764,1.189099556
hMOF-27826,2.478866569,2.192341703,5.270772048,4.204782005,0.953933546
hMOF-27838,1.632424326,1.244302048,4.809064077,4.203961319,1.195991855
hMOF-27846,3.325308812,2.903371444,5.608415729,3.963295305,0.954369752
hMOF-27850,3.204388492,2.784866488,5.602802736,4.199857892,0.918808196
hMOF-27854,3.446229133,3.021876401,5.490471459,3.861119964,0.66931365
hMOF-27856,1.874264967,1.718321875,4.30545861,3.887997413,0.832722243
hMOF-2786,2.237025928,1.481311961,5.629746532,5.991209101,1.095312529
hMOF-27860,1.874264967,1.362807005,4.730560725,3.894357726,1.164484547
hMOF-27865,1.632424326,1.244302048,5.218819725,5.604871416,1.193303003
hMOF-27866,3.083468172,2.784866488,5.573488058,4.578399065,1.015687366
hMOF-27867,3.446229133,3.140381358,5.848510444,3.9819659,0.936199864
hMOF-27870,3.204388492,3.021876401,5.812397331,4.00904852,0.942278251
hMOF-27872,3.325308812,3.021876401,5.821495236,4.070805102,0.858951493
hMOF-27873,1.511504006,1.125797091,4.391053186,3.754225682,1.137947332
hMOF-27879,2.962547851,2.666361531,5.675371741,4.31967797,0.896068443
hMOF-2788,1.269663365,1.007292134,3.343422989,2.943388438,1.015608325
hMOF-27882,1.874264967,1.481311961,4.537562308,3.957755678,1.024190633
hMOF-27884,1.874264967,1.481311961,3.965472611,3.57695762,1.011488872
hMOF-27890,1.390583685,1.125797091,3.171419738,2.597469512,0.990818107
hMOF-27896,1.390583685,1.007292134,2.746117669,1.769808216,0.611810951
hMOF-27899,1.632424326,1.007292134,4.148966073,2.601778111,1.040701113
hMOF-27905,1.269663365,0.888787177,2.664907798,0.885724793,0.838183585
hMOF-27912,1.390583685,1.007292134,3.524445592,3.015198416,0.948733386
hMOF-27915,1.632424326,1.244302048,3.855862136,2.536943959,0.970395134
hMOF-27916,1.269663365,0.888787177,2.527068108,1.671325959,0.748384611
hMOF-27938,1.632424326,1.362807005,4.392788501,3.910155921,0.910988605
hMOF-27944,1.511504006,1.125797091,4.524986632,4.210731974,0.949772965
hMOF-27948,1.390583685,1.007292134,3.518811175,2.748475638,0.988926527
hMOF-27949,1.632424326,1.362807005,4.191899044,3.720372406,1.01592808
hMOF-27958,1.390583685,0.888787177,3.375072844,2.080642837,0.956883089
hMOF-27961,1.269663365,1.007292134,3.273267715,2.104237545,0.912422469
hMOF-27963,1.148743044,1.007292134,3.473285943,1.865828416,1.006693404
hMOF-27976,1.148743044,0.888787177,2.222845303,0.892905791,0.672632453
hMOF-27977,1.632424326,1.481311961,4.21360119,3.781103131,0.9268288
hMOF-27979,1.511504006,1.244302048,4.019067413,3.728784432,0.898359263
hMOF-27987,1.148743044,0.888787177,3.31652204,2.22959725,0.898686811
hMOF-2799,1.753344647,1.481311961,4.364237933,4.073267158,1.10041045
hMOF-27990,1.753344647,1.481311961,4.614673124,4.203345805,0.95373277
hMOF-27997,1.269663365,1.007292134,3.370566739,2.53714913,0.93059914
hMOF-28010,2.237025928,1.362807005,5.472532733,5.113485991,1.165433332
hMOF-2802,2.237025928,1.125797091,5.477652982,5.87549245,0.872898075
hMOF-28024,1.995185287,1.836826832,4.724826331,4.765925695,0.699954263
hMOF-28032,1.511504006,1.125797091,4.514082,4.650003872,1.013617717
hMOF-28034,2.478866569,2.192341703,5.169145449,4.069779245,0.936695318
hMOF-28039,2.357946249,2.073836746,5.496691456,4.412825771,1.100558655
hMOF-28045,1.874264967,1.244302048,5.395100562,4.938064472,1.246551349
hMOF-28046,1.511504006,1.244302048,5.006097279,4.450577303,1.14691167
hMOF-28050,2.237025928,1.955331789,4.998577582,3.640560744,1.193914798
hMOF-28051,2.478866569,2.192341703,5.229417285,4.30162289,0.967376564
hMOF-28052,2.116105608,1.007292134,5.540988398,5.422474071,1.173804523
hMOF-28054,2.237025928,1.955331789,5.465505779,5.409137932,1.190723521
hMOF-28057,2.357946249,2.073836746,5.296494696,4.366046699,1.072566874
hMOF-28058,2.237025928,2.073836746,4.918788811,3.81249435,1.125828461
hMOF-28059,1.995185287,1.718321875,4.359346202,3.402972301,1.096681011
hMOF-28066,2.116105608,1.955331789,5.616592418,5.221611302,1.045944948
hMOF-28073,2.478866569,2.192341703,5.295909117,4.298955662,0.96718531
hMOF-28074,2.478866569,2.192341703,5.053250707,4.116763488,0.998261449
hMOF-28081,1.632424326,1.362807005,4.180401692,3.523613065,1.039694683
hMOF-28085,4.534512017,4.088421014,6.195352008,3.15081669,0.720962168
hMOF-28094,3.083468172,2.784866488,5.444089282,3.86645442,0.959358552
hMOF-28095,3.083468172,2.784866488,5.452330242,4.335270994,0.949630242
hMOF-28098,1.511504006,1.244302048,3.992644925,2.913023075,1.050846293
hMOF-28101,3.083468172,2.784866488,5.453729919,3.751148111,0.755989023
hMOF-28104,1.390583685,1.007292134,4.643002315,5.127437644,0.997190694
hMOF-28107,3.325308812,3.021876401,5.772235151,3.969040103,1.02219746
hMOF-28108,1.632424326,1.244302048,4.734624075,4.483404722,1.176958429
hMOF-2811,1.511504006,1.007292134,4.289048103,3.949753995,1.050127966
hMOF-28110,3.204388492,3.021876401,5.734550971,3.715653465,1.024186414
hMOF-28113,1.511504006,1.125797091,4.934021018,4.068548217,1.195717673
hMOF-28118,1.390583685,1.007292134,3.865252831,3.110192759,1.108219681
hMOF-28123,3.083468172,2.784866488,5.611907783,4.61061097,0.912103848
hMOF-28124,3.083468172,2.784866488,5.530597934,3.937648884,0.783612302
hMOF-2813,4.171751056,3.8514111,6.241962704,3.536949204,0.65938358
hMOF-28139,1.632424326,1.244302048,3.834138566,3.18836305,0.972446955
hMOF-28140,1.632424326,1.007292134,3.296133878,2.953031492,0.952338193
hMOF-28149,1.390583685,0.888787177,2.93949457,2.232059307,0.90153549
hMOF-28152,1.511504006,0.888787177,3.201062912,2.625783161,0.940383671
hMOF-28156,1.390583685,0.888787177,2.83167654,1.97456924,0.691559349
hMOF-28157,1.390583685,1.125797091,3.320506837,2.616755621,0.822290473
hMOF-28165,1.390583685,1.007292134,2.951713185,1.80202012,0.817074327
hMOF-28168,1.269663365,1.007292134,3.866166906,2.217286968,1.010573817
hMOF-2817,2.116105608,1.481311961,5.556199182,6.327690144,0.93960301
hMOF-28171,1.269663365,1.007292134,3.008178755,2.196975003,0.842274335
hMOF-28179,1.390583685,1.125797091,3.607890663,2.303869285,0.929318092
hMOF-28185,1.632424326,1.362807005,3.896031458,3.15225289,0.979050631
hMOF-28187,1.269663365,0.888787177,3.126830005,1.744161795,0.922875991
hMOF-28203,2.116105608,1.836826832,5.190540522,4.981971145,0.910695692
hMOF-28205,2.116105608,1.718321875,5.19046911,5.06834829,1.007585903
hMOF-28218,2.357946249,1.955331789,5.184998941,4.408517173,0.95098869
hMOF-28220,2.116105608,1.836826832,4.716156898,4.328910682,0.932849414
hMOF-28235,1.874264967,1.718321875,5.120999392,4.092348095,1.130974328
hMOF-28237,1.874264967,1.481311961,4.860816446,4.389846578,1.055699897
hMOF-28239,1.995185287,1.718321875,5.230659856,4.68118992,1.027794972
hMOF-2824,4.534512017,4.088421014,6.387679151,3.15676666,0.721506158
hMOF-28240,1.753344647,1.362807005,5.138431093,4.247867992,1.177607568
hMOF-28244,1.874264967,1.362807005,4.723605183,4.333424452,1.120275947
hMOF-28246,1.511504006,1.244302048,4.980053276,4.25504899,1.191759235
hMOF-28253,2.841627531,2.547856574,5.761973228,4.500433945,0.605232449
hMOF-28255,1.632424326,1.007292134,4.543768022,3.27227814,1.098439176
hMOF-2826,4.292671376,3.969916057,6.392035291,3.390251676,0.749857212
hMOF-28261,1.148743044,0.888787177,3.26169895,1.819254515,0.945741659
hMOF-28270,2.59978689,2.192341703,5.099711437,4.531825164,0.758354687
hMOF-28276,2.59978689,2.31084666,5.434534339,4.596248974,0.831223437
hMOF-28278,1.995185287,1.007292134,4.621950019,4.277207497,1.034090445
hMOF-28281,2.59978689,2.31084666,5.561469397,5.056653522,0.828993066
hMOF-28284,1.632424326,1.362807005,4.372964495,3.761817022,1.076684617
hMOF-28289,1.390583685,1.125797091,3.683001939,2.768992775,1.029224915
hMOF-28291,3.446229133,3.258886315,6.180441156,3.99550721,0.506149981
hMOF-28295,1.753344647,1.481311961,5.162004236,5.406675875,1.266205042
hMOF-28301,3.204388492,3.021876401,5.988878123,4.191445866,0.850849096
hMOF-28304,3.325308812,3.021876401,5.871783657,4.012331262,0.803822126
hMOF-28313,1.511504006,0.888787177,4.461744052,4.529568279,1.142616104
hMOF-2832,2.237025928,1.836826832,5.579658066,4.975816004,1.296586259
hMOF-28328,1.027822724,0.888787177,3.559544653,2.926769557,0.823526032
hMOF-28330,3.083468172,2.666361531,5.975352666,4.221400885,0.702174252
hMOF-28336,2.962547851,2.666361531,5.847589228,4.166004616,0.673811418
hMOF-2834,2.116105608,1.599816918,5.525520532,5.352715806,1.180188303
hMOF-28347,1.390583685,0.888787177,4.763088949,4.684883005,1.251157845
hMOF-28353,3.083468172,2.666361531,5.864756704,4.184264868,0.832216734
hMOF-28355,3.204388492,2.903371444,5.835320624,4.097477379,0.780466751
hMOF-28356,1.269663365,0.888787177,4.183229612,3.675029534,1.164248223
hMOF-28359,3.083468172,2.784866488,5.758481175,4.03305357,0.707955618
hMOF-28361,2.116105608,1.836826832,5.053257848,4.040029397,1.15704053
hMOF-28362,2.59978689,2.192341703,4.801094483,3.840602827,1.081168353
hMOF-28363,2.72070721,2.429351617,5.209893209,4.399694804,0.877769505
hMOF-28365,3.204388492,2.784866488,5.888536942,3.978067644,0.612090758
hMOF-28367,3.567149453,3.140381358,6.063103889,4.083320555,0.697599557
hMOF-28371,1.511504006,1.007292134,3.936007967,3.568135251,1.082920281
hMOF-28382,1.753344647,1.125797091,4.79524583,5.351074435,1.115921163
hMOF-28389,2.72070721,2.31084666,5.383817446,4.442370448,0.972847609
hMOF-2839,3.929910415,3.495896229,6.335826805,3.955909136,0.87927852
hMOF-28391,2.72070721,2.192341703,5.314461988,4.203756148,0.90345241
hMOF-28392,2.59978689,2.31084666,5.566682482,4.473761667,0.889763344
hMOF-28393,2.478866569,2.073836746,5.434120149,4.140358195,1.136581473
hMOF-28396,2.72070721,2.31084666,5.486136743,4.128458256,1.02583012
hMOF-28399,1.511504006,1.125797091,4.261861506,3.378556908,1.139845262
hMOF-284,1.874264967,0.888787177,4.725833242,3.991608954,1.22366931
hMOF-2840,1.753344647,1.362807005,5.420630398,5.632774722,1.250139741
hMOF-2841,4.292671376,3.8514111,6.423892241,3.379377593,0.898481781
hMOF-28411,1.390583685,1.007292134,3.142147907,2.361522439,0.901407681
hMOF-28415,1.753344647,1.125797091,4.969441433,4.875487205,1.162278944
hMOF-28417,1.632424326,1.007292134,4.996670878,5.430065411,1.19050565
hMOF-28421,1.269663365,1.125797091,3.475178365,1.817407973,0.998872444
hMOF-28425,1.632424326,1.244302048,4.746899819,4.682010605,0.982992945
hMOF-2843,3.929910415,3.495896229,6.195287737,3.61286261,1.05014543
hMOF-28430,1.511504006,1.007292134,4.652378727,4.492021919,0.965462525
hMOF-28432,3.929910415,3.495896229,6.165194666,3.716268979,0.428443287
hMOF-28436,1.632424326,1.244302048,4.238881083,3.650203798,0.899964021
hMOF-28443,3.808990094,3.495896229,6.231022366,3.768587677,0.903301167
hMOF-28444,1.753344647,1.125797091,5.280341273,4.858663153,1.266471917
hMOF-28445,3.929910415,3.614401186,6.304212656,3.620659122,0.879924896
hMOF-2845,3.325308812,2.547856574,6.255031123,4.039619054,1.022564557
hMOF-28454,1.753344647,1.244302048,5.080065961,5.36687263,1.146662906
hMOF-28455,3.929910415,3.614401186,6.238749158,3.60999021,0.754283679
hMOF-28462,1.753344647,1.244302048,5.049730089,4.825835734,1.15986639
hMOF-28463,3.929910415,3.495896229,6.125046768,3.610605725,0.558653583
hMOF-28469,1.753344647,1.362807005,4.855781891,4.869742407,1.019173436
hMOF-28472,1.269663365,1.007292134,3.332232708,2.572643777,0.997831396
hMOF-28476,1.511504006,1.007292134,3.380514448,2.197180174,0.985116576
hMOF-28477,1.148743044,0.888787177,2.093510798,0.981334651,0.789278141
hMOF-28479,1.753344647,1.362807005,4.842035056,4.861740723,1.120847812
hMOF-28480,3.083468172,2.429351617,5.908339525,4.298955662,0.553433628
hMOF-28482,3.567149453,3.258886315,5.932941003,3.786437586,0.630560688
hMOF-28483,1.874264967,1.244302048,4.611866627,4.27761784,1.087588267
hMOF-2849,3.688069774,3.258886315,6.314474578,3.504121785,0.767245898
hMOF-28496,2.116105608,1.836826832,4.757254578,4.482584036,1.109663894
hMOF-28505,1.995185287,1.481311961,4.383669172,3.703343183,0.852545657
hMOF-2851,3.567149453,3.258886315,6.248097006,3.928416173,0.896168962
hMOF-2852,1.874264967,1.244302048,5.231973839,5.084967171,1.271912367
hMOF-28521,1.390583685,1.007292134,3.192329209,1.891885179,0.974999203
hMOF-2853,4.292671376,3.8514111,6.311032514,3.449751372,0.608065846
hMOF-28532,1.874264967,1.599816918,4.559664362,4.342246821,0.87666231
hMOF-28534,1.995185287,1.718321875,4.11526669,3.9310834,0.798961618
hMOF-28535,1.995185287,1.481311961,4.538933421,4.350248504,0.863384815
hMOF-28539,2.116105608,1.836826832,5.00586876,4.239866309,0.994464408
hMOF-28541,2.59978689,2.31084666,5.278341733,4.569371525,0.896632815
hMOF-28565,1.753344647,1.481311961,5.104010447,4.756898155,0.895707243
hMOF-28579,2.59978689,2.192341703,5.581293403,5.243564638,0.734043652
hMOF-28592,1.390583685,1.125797091,4.459508852,3.597064414,1.128740223
hMOF-28599,1.874264967,1.125797091,5.182249574,5.463303173,1.104507433
hMOF-286,1.148743044,0.888787177,3.689393325,1.953231418,1.090335924
hMOF-28608,1.874264967,1.481311961,5.150549731,5.708277785,0.92464614
hMOF-28611,1.995185287,1.836826832,4.741044025,4.790956601,0.677468397
hMOF-28614,1.874264967,1.481311961,5.076781003,5.711765699,0.949131727
hMOF-28621,2.237025928,1.955331789,4.744436101,4.24458525,0.786754141
hMOF-28630,1.995185287,1.718321875,5.188712372,4.910161166,0.819710227
hMOF-28633,1.874264967,1.244302048,4.987622961,5.475408283,0.861543388
hMOF-28637,1.874264967,1.362807005,4.972876357,5.444017064,0.836145948
hMOF-28639,1.511504006,1.244302048,4.781577549,5.107741193,0.890060657
hMOF-28641,1.874264967,1.362807005,5.09737626,5.559528544,1.036524301
hMOF-28642,1.995185287,1.836826832,4.773665085,4.783570432,0.751270738
hMOF-28645,2.237025928,1.362807005,5.509531356,6.237825085,0.981202967
hMOF-28646,1.148743044,0.888787177,2.45871242,1.351258626,0.727764035
hMOF-28648,2.841627531,2.547856574,5.556220605,4.866459665,0.695659164
hMOF-28656,1.148743044,0.888787177,2.021291713,1.004313844,0.621319486
hMOF-28658,1.632424326,1.007292134,4.721541373,4.492432262,1.106200541
hMOF-28664,3.688069774,3.377391272,6.294193534,4.076960243,0.497779603
hMOF-28666,1.390583685,1.007292134,3.554274438,2.912612732,1.063910875
hMOF-28678,1.390583685,1.007292134,3.635984194,2.820901131,1.027040716
hMOF-28680,3.446229133,3.140381358,6.127681876,4.215245744,0.626372603
hMOF-28693,1.390583685,1.007292134,4.721091476,5.46289283,1.109051661
hMOF-28704,1.753344647,1.007292134,5.155948488,6.03901403,1.141274097
hMOF-28727,3.325308812,3.021876401,6.132545042,4.260383445,0.661990286
hMOF-28729,3.446229133,3.021876401,6.208877465,4.349222647,0.628589696
hMOF-28730,1.511504006,1.125797091,5.103553409,5.885545847,1.217919438
hMOF-28731,3.204388492,2.903371444,6.181790845,4.398463776,0.723891033
hMOF-28737,2.962547851,2.666361531,6.06334669,4.837940845,0.934901405
hMOF-28738,2.962547851,2.666361531,6.122318825,4.643848731,0.810776999
hMOF-28739,1.269663365,1.007292134,4.724019374,4.387384522,1.231105878
hMOF-28742,3.204388492,2.666361531,6.179812729,4.721608679,0.813265199
hMOF-28745,1.632424326,1.125797091,4.663497595,4.10055495,1.210583852
hMOF-28746,3.083468172,2.666361531,5.845839631,4.429444652,0.850555341
hMOF-28756,3.446229133,3.021876401,6.121911776,4.363789814,0.533180438
hMOF-28761,3.446229133,3.140381358,6.152997475,4.388000036,0.550276511
hMOF-28768,2.59978689,1.955331789,5.656968835,4.526080366,0.861941631
hMOF-2877,4.292671376,3.8514111,6.330349495,3.369119025,0.62561099
hMOF-28776,1.632424326,1.007292134,5.059499268,5.865644224,1.05207503
hMOF-28783,1.632424326,1.125797091,4.913511455,5.598100761,0.989510276
hMOF-28784,1.269663365,0.888787177,2.912786434,1.913428173,0.818200561
hMOF-2879,1.632424326,1.244302048,4.239002484,3.853118281,1.070470167
hMOF-28794,1.511504006,1.125797091,4.478175982,4.387589693,1.015682388
hMOF-28796,1.390583685,1.007292134,4.588186365,5.144261696,1.064085685
hMOF-288,1.874264967,1.599816918,4.45319602,2.867885374,1.183366761
hMOF-2880,4.413591697,4.088421014,6.379159684,3.198621619,0.652686073
hMOF-28809,1.511504006,1.007292134,4.933464003,5.302653992,1.170538123
hMOF-28811,3.204388492,2.903371444,5.918987073,4.384512123,0.685125294
hMOF-28813,2.72070721,2.429351617,5.673022282,4.575526666,0.654518222
hMOF-28815,1.753344647,1.007292134,4.297360475,3.969245275,1.118048951
hMOF-28816,2.962547851,2.547856574,5.721282598,4.55972847,0.750296133
hMOF-28819,2.962547851,2.429351617,6.02224901,4.526285537,0.674510216
hMOF-28823,2.237025928,1.955331789,5.451808933,4.881026832,0.909820629
hMOF-28850,3.083468172,2.666361531,5.464277491,4.188983809,0.67024242
hMOF-28854,3.204388492,2.903371444,5.60400246,3.829933916,0.625220578
hMOF-28857,2.237025928,1.955331789,5.342591225,4.445037676,1.106652601
hMOF-2886,1.148743044,1.007292134,3.562986717,3.504737299,1.043211826
hMOF-28868,1.632424326,1.362807005,4.903628016,3.702522497,1.185619409
hMOF-28875,1.753344647,1.362807005,4.891423684,4.139742681,1.140057305
hMOF-28877,3.083468172,2.784866488,5.46998332,4.113275575,0.719217676
hMOF-2888,1.995185287,1.362807005,5.561655068,6.112055037,0.941838222
hMOF-28881,1.995185287,1.481311961,4.949346061,4.405234431,0.898987448
hMOF-28883,2.116105608,1.955331789,4.881218891,3.867069934,0.924604534
hMOF-2889,1.753344647,1.244302048,4.247914717,4.168466673,1.090021005
hMOF-28894,1.753344647,1.481311961,4.063757122,3.360706999,1.070861688
hMOF-28896,2.72070721,2.429351617,5.121070804,3.727758575,1.034127587
hMOF-289,2.962547851,2.666361531,5.967690145,4.072446473,1.137163924
hMOF-28905,3.204388492,2.903371444,5.837448706,3.949548824,0.852295785
hMOF-2891,4.171751056,3.8514111,6.271398783,3.344088118,0.612577558
hMOF-28911,3.446229133,3.021876401,5.790873716,4.01499849,0.798296434
hMOF-2892,2.237025928,1.362807005,5.33590705,5.892316502,0.857762679
hMOF-28921,1.390583685,1.125797091,4.57526077,3.648357256,1.081181891
hMOF-28928,3.446229133,3.140381358,5.998583031,3.815571921,0.601587007
hMOF-28937,1.874264967,1.481311961,4.728761139,4.118199688,1.04379688
hMOF-28938,3.204388492,2.903371444,5.771185392,4.001046837,0.551617136
hMOF-28941,1.269663365,0.888787177,4.584158721,3.774537647,1.214579847
hMOF-28947,1.269663365,0.888787177,4.97613275,4.416518856,1.233181001
hMOF-28950,1.269663365,0.888787177,3.493974037,1.749291079,1.013622734
hMOF-28953,1.511504006,1.244302048,4.340064927,3.211342243,1.175044016
hMOF-28954,3.446229133,3.021876401,5.961555843,3.856401023,0.784736524
hMOF-2896,1.753344647,1.125797091,4.161506043,3.72242412,1.01741603
hMOF-28960,3.325308812,2.903371444,5.958570816,3.939700598,0.736240314
hMOF-28961,1.269663365,0.888787177,4.726525939,4.486071949,1.196710421
hMOF-28965,2.357946249,2.073836746,4.870257129,4.020948459,1.067642239
hMOF-28975,3.446229133,3.140381358,5.747812203,3.975605587,0.599906962
hMOF-28979,3.083468172,2.784866488,5.721282598,3.973759045,0.713130468
hMOF-28981,3.083468172,2.666361531,5.884202226,4.056237935,0.746505405
hMOF-28985,3.204388492,2.903371444,5.952636468,4.030386342,0.781225627
hMOF-28986,1.390583685,1.125797091,4.699903498,4.497356375,1.195334481
hMOF-28989,2.72070721,2.31084666,5.495513155,4.282541953,1.030838768
hMOF-28990,2.72070721,2.429351617,5.4162814,3.733708545,1.127583766
hMOF-28992,4.534512017,4.088421014,6.410738127,3.110808273,0.647856352
hMOF-28994,1.511504006,1.007292134,4.161227536,3.367067311,1.140767209
hMOF-29004,4.413591697,3.969916057,6.216254338,3.247042061,0.720388478
hMOF-29007,4.292671376,3.969916057,6.309932767,3.201699189,0.813450909
hMOF-29012,1.390583685,1.125797091,3.7355327,2.368293095,1.024793181
hMOF-29013,4.171751056,3.732906143,6.15473279,3.442570375,0.808453415
hMOF-29018,1.269663365,0.888787177,3.157522938,2.006986316,0.883856378
hMOF-29021,1.390583685,0.888787177,4.026494274,2.754220437,1.066879846
hMOF-29023,1.632424326,0.888787177,5.061206018,5.920014637,1.177540454
hMOF-2903,3.929910415,3.614401186,6.217418356,3.46431854,0.571842738
hMOF-29031,3.688069774,3.258886315,5.998940092,3.692879443,0.4332604
hMOF-29038,4.292671376,3.8514111,6.376524576,3.38491722,0.883224634
hMOF-29048,3.808990094,3.377391272,6.13618706,3.494273559,0.849990477
hMOF-29052,1.874264967,1.125797091,5.2265608,4.773106693,1.23864054
hMOF-29059,1.511504006,1.125797091,3.902030076,2.684667343,1.087634457
hMOF-29060,4.292671376,3.8514111,6.260994036,3.274124682,0.710979647
hMOF-29061,1.753344647,1.362807005,5.181663995,5.142620325,1.151071943
hMOF-29067,4.171751056,3.8514111,6.187396697,3.350448431,0.662615192
hMOF-29068,1.753344647,1.362807005,5.127954934,5.101996395,1.075483966
hMOF-2907,1.874264967,1.362807005,5.332472126,5.783780849,1.179937499
hMOF-29074,4.292671376,3.8514111,6.187939429,3.342446747,0.641437841
hMOF-29078,1.753344647,1.007292134,4.942897545,5.501259876,1.086664105
hMOF-29080,3.808990094,3.377391272,5.959720551,3.560543911,0.605108843
hMOF-29081,1.753344647,1.007292134,4.697982512,4.866664836,1.098373258
hMOF-29087,3.567149453,3.258886315,5.871440879,3.824394289,0.827692751
hMOF-29090,1.390583685,0.888787177,4.160956169,3.784796215,1.128891131
hMOF-29091,3.204388492,2.903371444,5.764565488,4.211963003,0.927829885
hMOF-29093,3.325308812,2.784866488,5.592955004,3.778230732,0.892902025
hMOF-29096,2.116105608,1.836826832,4.826560048,4.489354691,1.096732377
hMOF-29097,2.237025928,2.073836746,4.572625663,3.958371192,1.076091906
hMOF-29108,2.237025928,1.955331789,4.859095413,4.086398126,0.85808757
hMOF-2911,2.116105608,1.718321875,5.562112106,5.795680788,1.134394127
hMOF-29113,2.962547851,2.666361531,5.732815656,4.352505389,1.064009155
hMOF-29121,3.325308812,3.021876401,5.491564065,3.209085358,1.121997827
hMOF-29122,1.753344647,1.362807005,4.514189119,3.015403588,1.154894884
hMOF-29124,1.632424326,1.362807005,4.240937753,2.987705453,1.094538372
hMOF-29126,1.995185287,1.362807005,4.679172557,4.077780928,0.98810854
hMOF-2913,2.116105608,1.244302048,5.282376519,5.733719035,1.15910442
hMOF-29137,2.237025928,1.955331789,4.336422909,3.790746185,0.850464811
hMOF-29138,2.72070721,2.31084666,5.291681519,4.010689891,0.805368867
hMOF-29142,1.874264967,1.599816918,4.250207047,3.544745716,0.915405851
hMOF-29145,2.237025928,1.836826832,4.864122827,4.292800521,1.072974167
hMOF-29162,1.632424326,1.244302048,5.021957912,5.993055643,1.001155503
hMOF-29166,1.753344647,1.362807005,4.832408701,5.091122312,1.008016629
hMOF-29169,1.148743044,0.888787177,3.050419028,1.787452953,0.871504842
hMOF-29175,1.632424326,1.362807005,4.654992411,4.876923404,0.956848316
hMOF-29177,1.753344647,1.481311961,4.933042672,5.137901384,0.975948307
hMOF-29183,1.753344647,1.599816918,5.056935572,4.627640193,1.023661594
